document name,begin offset,end offset,context left,text,context right
skylax_syntaxtrees_perseus.conllu,31058,31062,. Μυσία. ,μετὰ, δὲ Θρᾴκην Μυσία
skylax_syntaxtrees_perseus.conllu,31097,31100,ἔστι δὲ τὸ ,ἐπ’, ἀριστερᾷ τοῦ Ὀλβιανοῦ
skylax_syntaxtrees_perseus.conllu,31140,31143,Ὀλβιανοῦ κόλπου ἐκπλέοντι ,εἰς, τὸν Κιανὸν κόλπον
skylax_syntaxtrees_perseus.conllu,31162,31167,τὸν Κιανὸν κόλπον ,μέχρι, Κίου. ἡ
skylax_syntaxtrees_perseus.conllu,31206,31208,. πόλεις δ’ ,ἐν, αὐτῇ Ἑλληνίδες εἰσὶν
skylax_syntaxtrees_perseus.conllu,31309,31311,"κόλπου, καὶ ",ἐν, ἀριστερᾷ Κίος πόλις
skylax_syntaxtrees_perseus.conllu,31374,31377,δὲ τῆς Μυσίας ,εἰς, Κίον ἡμέρας μιᾶς
skylax_syntaxtrees_perseus.conllu,31404,31408,. Φρυγία. ,μετὰ, δὲ Μυσίαν Φρυγία
skylax_syntaxtrees_perseus.conllu,31499,31502,Ῥύνδακος ποταμὸς καὶ ,ἐπ’, αὐτῷ Βέσβικος νῆσος
skylax_syntaxtrees_perseus.conllu,31553,31555,Πλακία καὶ Κύζικος ,ἐν, τῷ ἰσθμῷ ἐμφράττουσα
skylax_syntaxtrees_perseus.conllu,31593,31598,"ἰσθμόν, καὶ ",ἐντὸς, τοῦ ἰσθμοῦ Ἀρτάκη
skylax_syntaxtrees_perseus.conllu,31618,31622,ἰσθμοῦ Ἀρτάκη. ,κατὰ, ταύτην νῆσός ἐστι
skylax_syntaxtrees_perseus.conllu,31735,31737,αὐτὴν Προκοννήσιοι. ,ἐν, δὲ τῇ ἠπείρῳ
skylax_syntaxtrees_perseus.conllu,31819,31823,καὶ τὸ στόμα ,κατὰ, Σηστὸν τῆς Προποντίδος
skylax_syntaxtrees_perseus.conllu,31920,31922,πόλεις Ἑλληνίδες εἰσὶν ,ἐν, αὐτῇ αἵδε·
skylax_syntaxtrees_perseus.conllu,31971,31974,· ἀπέχει δὲ ,ἀπὸ, τῆς θαλάττης στάδια
skylax_syntaxtrees_perseus.conllu,32004,32006,κεʹ· καὶ ,ἐν, αὐτῷ ποταμὸς Σκάμανδρος
skylax_syntaxtrees_perseus.conllu,32042,32046,. καὶ νῆσος ,κατὰ, ταῦτα κεῖται Τένεδος
skylax_syntaxtrees_perseus.conllu,32120,32122,ἐστιν. καὶ ,ἐν, τῇ ἠπείρῳ Σίγη
skylax_syntaxtrees_perseus.conllu,32301,32303,Αἰολίδες δὲ πόλεις ,ἐν, αὐτῇ εἰσὶν ἐπὶ
skylax_syntaxtrees_perseus.conllu,32315,32318,ἐν αὐτῇ εἰσὶν ,ἐπὶ, θαλάττῃ αἵδε·
skylax_syntaxtrees_perseus.conllu,32360,32362,", Ἄντανδρος. ",ἐν, μεσογείᾳ δὲ αἵδε
skylax_syntaxtrees_perseus.conllu,32435,32438,. παράπλους Φρυγίας ,ἀπὸ, Μυσίας μέχρι Ἀντάνδρου
skylax_syntaxtrees_perseus.conllu,32446,32451,Φρυγίας ἀπὸ Μυσίας ,μέχρι, Ἀντάνδρου —.
skylax_syntaxtrees_perseus.conllu,32473,32477,. Λέσβος. ,κατὰ, ταῦτά ἐστι νῆσος
skylax_syntaxtrees_perseus.conllu,32527,32529,εʹ πόλεις ἔχουσα ,ἐν, αὑτῇ τάσδε·
skylax_syntaxtrees_perseus.conllu,32620,32624,ἔχουσαν δύο. ,κατὰ, δὲ ταύτην νῆσός
skylax_syntaxtrees_perseus.conllu,32703,32706,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον,"
skylax_syntaxtrees_perseus.conllu,32737,32740,", ὅθεν ἐξετραπόμην ",ἐπὶ, τὰς νήσους.
skylax_syntaxtrees_perseus.conllu,32760,32763,. Λυδία. ,ἀπὸ, Ἀντάνδρου καὶ τῆς
skylax_syntaxtrees_perseus.conllu,32837,32842,ἡ χώρα Μυσία ,μέχρι," Τευθρανίας, νῦν"
skylax_syntaxtrees_perseus.conllu,32890,32893,Μυσοὶ δ’ ἐξανέστησαν ,εἰς, τὴν ἤπειρον ἄνω
skylax_syntaxtrees_perseus.conllu,32926,32928,εἰσὶ δὲ πόλεις ,ἐν, αὐτῇ Ἑλληνίδες καὶ
skylax_syntaxtrees_perseus.conllu,32948,32950,αὐτῇ Ἑλληνίδες καὶ ,ἐν, τῇ Λυδίᾳ αἵδε
skylax_syntaxtrees_perseus.conllu,33014,33018,καὶ Ἀδραμύττιον. ,μετὰ, δὲ Ἀδραμύττιον ἡ
skylax_syntaxtrees_perseus.conllu,33053,33057,Λεσβία· καὶ ,ὑπὲρ, ταύτης ἡ Χίων
skylax_syntaxtrees_perseus.conllu,33097,33100,πόλις Ἀταρνεύς· ,ὑπὸ, δὲ ταῦτα ἐπὶ
skylax_syntaxtrees_perseus.conllu,33110,33113,ὑπὸ δὲ ταῦτα ,ἐπὶ, θάλατταν πόλις καὶ
skylax_syntaxtrees_perseus.conllu,33166,33170,ποταμὸς Κάϊκος. ,μετὰ," Πιτάνην Ἐλαία,"
skylax_syntaxtrees_perseus.conllu,33210,33212,Ἀχαιῶν Λιμήν· ,ἐν, τούτῳ λέγονται Ἀχαιοὶ
skylax_syntaxtrees_perseus.conllu,33248,33251,λέγονται Ἀχαιοὶ βουλεύσασθαι ,ἐπὶ, τὸν Τήλεφον πότερον
skylax_syntaxtrees_perseus.conllu,33335,33339,καὶ λιμήν· ,ὑπὲρ, δὲ Κύμης ἐν
skylax_syntaxtrees_perseus.conllu,33349,33351,ὑπὲρ δὲ Κύμης ,ἐν, μεσογείᾳ πόλις Ἑλληνίς
skylax_syntaxtrees_perseus.conllu,33423,33425,"καὶ Σμύρνα, ",ἐν, ᾗ Ὅμηρος ἦν
skylax_syntaxtrees_perseus.conllu,33516,33520,καὶ λιμήν. ,κατὰ, δὲ ταύτας νῆσός
skylax_syntaxtrees_perseus.conllu,33573,33576,. ἐπάνειμι πάλιν ,ἐπὶ, τὴν ἤπειρον.
skylax_syntaxtrees_perseus.conllu,33652,33654,"Λέβεδος, Κολοφὼν ",ἐν," μεσογαίᾳ, Νότιον"
skylax_syntaxtrees_perseus.conllu,33759,33761,", Μαραθήσιον καὶ ",ἐν, τῇ ἠπείρῳ Μαγνησία
skylax_syntaxtrees_perseus.conllu,33866,33868,", Μυκάλη· ",ἐν, τῇ Σαμίων χώρᾳ
skylax_syntaxtrees_perseus.conllu,33897,33900,ταῦτά ἐστιν. ,πρὸ, δὲ τῆς Μυκάλης
skylax_syntaxtrees_perseus.conllu,34021,34024,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον,"
skylax_syntaxtrees_perseus.conllu,34056,34059,ὅθεν ἐξετραπόμην. ,ἐπὶ, τῆς Μυκάλης ἐστὶ
skylax_syntaxtrees_perseus.conllu,34187,34190,"καὶ Λυδίας, ",ἀπὸ, Ἀστύρων μέχρι Μαιάνδρου
skylax_syntaxtrees_perseus.conllu,34199,34204,", ἀπὸ Ἀστύρων ",μέχρι," Μαιάνδρου ποταμοῦ,"
skylax_syntaxtrees_perseus.conllu,34259,34263,. Καρία. ,μετὰ, δὲ Λυδίαν Καρία
skylax_syntaxtrees_perseus.conllu,34304,34306,", καὶ πόλεις ",ἐν, αὐτῇ Ἑλληνίδες αἵδε
skylax_syntaxtrees_perseus.conllu,34423,34427,καὶ ἄλλος λιμὴν ,περὶ, τὴν νῆσον καὶ
skylax_syntaxtrees_perseus.conllu,34555,34559,λιμὴν κλειστός. ,κατὰ, ταῦτα Κεραμιακὸς κόλπος
skylax_syntaxtrees_perseus.conllu,34640,34643,. ἐπάνειμι πάλιν ,ἐπὶ, τὴν ἤπειρον.
skylax_syntaxtrees_perseus.conllu,34737,34739,ἡ Ῥοδίων ἡ ,ἐν," τῇ ἠπείρῳ,"
skylax_syntaxtrees_perseus.conllu,34817,34821,. Ῥόδος. ,κατὰ, τοῦτο Ῥόδος νῆσος
skylax_syntaxtrees_perseus.conllu,34871,34873,καὶ τρίπολις ἀρχαία ,ἐν," αὐτῇ, πόλεις"
skylax_syntaxtrees_perseus.conllu,34920,34924,", Κάμειρος. ",κατὰ, δὲ τὴν Ῥόδον
skylax_syntaxtrees_perseus.conllu,35039,35042,"παράπλους Καρίας, ",ἀπὸ, Μαιάνδρου ποταμοῦ ἐπὶ
skylax_syntaxtrees_perseus.conllu,35061,35064,ἀπὸ Μαιάνδρου ποταμοῦ ,ἐπὶ," τὸν Κράγον,"
skylax_syntaxtrees_perseus.conllu,35130,35133,. ἐπάνειμι πάλιν ,ἐπὶ," τὴν ἤπειρον,"
skylax_syntaxtrees_perseus.conllu,35172,35175,. Λυκία. ,ἀπὸ, δὲ Καρίας Λυκία
skylax_syntaxtrees_perseus.conllu,35271,35274,"ποταμὸς Ξάνθος, ",δι’, οὗ ἀνάπλους εἰς
skylax_syntaxtrees_perseus.conllu,35287,35290,δι’ οὗ ἀνάπλους ,εἰς, Ξάνθον πόλιν.
skylax_syntaxtrees_perseus.conllu,35360,35364,καὶ λιμήν. ,κατὰ, ταῦτα νῆσός ἐστι
skylax_syntaxtrees_perseus.conllu,35413,35416,"Λίμυρα πόλις, ",εἰς, ἣν ὁ ἀνάπλους
skylax_syntaxtrees_perseus.conllu,35431,35435,ἣν ὁ ἀνάπλους ,κατὰ, τὸν ποταμόν.
skylax_syntaxtrees_perseus.conllu,35562,35566,λιμὴν Σιδηροῦς· ,ὑπὲρ, τούτου ἐστὶν ἱερὸν
skylax_syntaxtrees_perseus.conllu,35595,35597,ἐστὶν ἱερὸν Ἡφαίστου ,ἐν, τῷ ὄρει καὶ
skylax_syntaxtrees_perseus.conllu,35629,35631,πῦρ πολὺ αὐτόματον ,ἐκ, τῆς γῆς καίεται
skylax_syntaxtrees_perseus.conllu,35689,35692,καὶ ἐὰν προέλθῃς ,ἀπὸ," θαλάττης ἀνώτερον,"
skylax_syntaxtrees_perseus.conllu,35873,35876,ἱερὸν Ἀρτέμιδος. ,ἐπ’, εὐθείας δὲ παράπλους
skylax_syntaxtrees_perseus.conllu,35911,35914,παράπλους ἐστὶν Λυκίας ,ἀπὸ, — ἡμέρας καὶ
skylax_syntaxtrees_perseus.conllu,35960,35964,. ὁ δὲ ,παρὰ, γῆν διπλάσιος τούτου
skylax_syntaxtrees_perseus.conllu,35997,36001,. Παμφυλία. ,μετὰ, δὲ Λυκίαν ἐστὶ
skylax_syntaxtrees_perseus.conllu,36044,36046,", καὶ πόλεις ",ἐν, αὐτῇ αἵδε·
skylax_syntaxtrees_perseus.conllu,36074,36077,Ἄσπενδος πόλις· ,εἰς, ταύτην ὁ ἀνάπλους
skylax_syntaxtrees_perseus.conllu,36104,36108,ὁ ἀνάπλους γίνεται ,κατὰ," ποταμόν, ὁ"
skylax_syntaxtrees_perseus.conllu,36234,36237,. παράπλους Παμφυλίας ,ἀπὸ, Πέργης ἥμισυ ἡμέρας
skylax_syntaxtrees_perseus.conllu,36329,36333,. Κιλικία. ,μετὰ, δὲ Παμφυλίαν Κιλικία
skylax_syntaxtrees_perseus.conllu,36379,36381,", καὶ πόλεις ",ἐν, αὐτῇ αἵδε·
skylax_syntaxtrees_perseus.conllu,36488,36492,νῆσον ἔχει. ,πρὸς, δὲ τὴν Σητὸν
skylax_syntaxtrees_perseus.conllu,36738,36741,"πόλις Μαλλός, ",εἰς, ἣν ὁ ἀνάπλους
skylax_syntaxtrees_perseus.conllu,36756,36760,ἣν ὁ ἀνάπλους ,κατὰ," τὸν ποταμόν,"
skylax_syntaxtrees_perseus.conllu,36856,36859,. παράπλους Κιλικίας ,ἀπὸ, τῶν Παμφυλίας ὁρίων
skylax_syntaxtrees_perseus.conllu,36880,36885,τῶν Παμφυλίας ὁρίων ,μέχρι, Θαψάκου ποταμοῦ τριῶν
skylax_syntaxtrees_perseus.conllu,36931,36933,νυκτῶν δύο. ,ἐκ, δὲ Σινώπης τῆς
skylax_syntaxtrees_perseus.conllu,36949,36951,δὲ Σινώπης τῆς ,ἐν, τῷ Πόντῳ διὰ
skylax_syntaxtrees_perseus.conllu,36961,36964,ἐν τῷ Πόντῳ ,διὰ, τῆς ἠπείρου καὶ
skylax_syntaxtrees_perseus.conllu,36994,36997,καὶ τῆς Κιλικίας ,εἰς, Σόλους ὁδός ἐστιν
skylax_syntaxtrees_perseus.conllu,37016,37019,Σόλους ὁδός ἐστιν ,ἀπὸ, θαλάσσης εἰς θάλασσαν
skylax_syntaxtrees_perseus.conllu,37029,37032,ἐστιν ἀπὸ θαλάσσης ,εἰς, θάλασσαν ἡμερῶν εʹ
skylax_syntaxtrees_perseus.conllu,37061,37065,. Κύπρος. ,κατὰ, δὲ Κιλικίαν ἐστὶ
skylax_syntaxtrees_perseus.conllu,37108,37110,", καὶ πόλεις ",ἐν, αὐτῇ αἵδε·
skylax_syntaxtrees_perseus.conllu,37358,37360,καὶ ἄλλαι πόλεις ,ἐν, μεσογείᾳ βάρβαροι.
skylax_syntaxtrees_perseus.conllu,37398,37401,ἐπάνειμι δὲ πάλιν ,ἐπὶ," τὴν ἤπειρον,"
skylax_syntaxtrees_perseus.conllu,37457,37461,Φοινίκη. ἔστι ,μετὰ, Κιλικίαν ἔθνος Σύροι
skylax_syntaxtrees_perseus.conllu,37484,37486,ἔθνος Σύροι. ,ἐν, δὲ τῇ Συρίᾳ
skylax_syntaxtrees_perseus.conllu,37510,37514,Συρίᾳ οἰκοῦσι τὰ ,παρὰ, θάλατταν Φοίνικες ἔθνος
skylax_syntaxtrees_perseus.conllu,37540,37543,"Φοίνικες ἔθνος, ",ἐπὶ, στενὸν ἔλαττον ἢ
skylax_syntaxtrees_perseus.conllu,37561,37564,στενὸν ἔλαττον ἢ ,ἐπὶ, τετταράκοντα σταδίους ἀπὸ
skylax_syntaxtrees_perseus.conllu,37587,37590,ἐπὶ τετταράκοντα σταδίους ,ἀπὸ," θαλάττης, ἐνιαχῆ"
skylax_syntaxtrees_perseus.conllu,37616,37619,ἐνιαχῆ δὲ οὐδὲ ,ἐπὶ, σταδίους ιʹ τὸ
skylax_syntaxtrees_perseus.conllu,37643,37646,τὸ πλάτος. ,ἀπὸ, δὲ Θαψάκου ποταμοῦ
skylax_syntaxtrees_perseus.conllu,37754,37757,ὅσον ηʹ στάδια ,ἀπὸ, τῆς γῆς.
skylax_syntaxtrees_perseus.conllu,37771,37773,γῆς. καὶ ,ἐν, τῇ χερρονήσῳ ἑτέρα
skylax_syntaxtrees_perseus.conllu,37850,37852,καὶ Σιδῶνος· ,ἐν, τῷ αὐτῷ τρεῖς
skylax_syntaxtrees_perseus.conllu,38101,38104,πόλις. Σιδωνίων ,ἀπὸ, Λεόντων πόλεως μέχρι
skylax_syntaxtrees_perseus.conllu,38120,38125,ἀπὸ Λεόντων πόλεως ,μέχρι, Ὀρνίθων πόλεως.
skylax_syntaxtrees_perseus.conllu,38195,38200,Τύρος λιμένα ἔχουσα ,ἐντὸς, τείχους· αὕτη
skylax_syntaxtrees_perseus.conllu,38261,38264,καὶ ἀπέχει στάδια ,ἀπὸ, †θαλάττης γʹ.
skylax_syntaxtrees_perseus.conllu,38309,38312,", καὶ ποταμὸς ",διὰ, μέσης ῥεῖ.
skylax_syntaxtrees_perseus.conllu,38665,38668,παράπλους Κοίλης Συρίας ,ἀπὸ, Θαψάκου ποταμοῦ μέχρι
skylax_syntaxtrees_perseus.conllu,38685,38690,ἀπὸ Θαψάκου ποταμοῦ ,μέχρι, Ἀσκάλωνος στάδια ͵βψʹ
skylax_syntaxtrees_perseus.conllu,38896,38898,τε τὴν Αἴγυπτον ,ἐν, αὐτῇ κολπ- ἐστὶν
skylax_syntaxtrees_perseus.conllu,38916,38918,αὐτῇ κολπ- ἐστὶν ,ἐκ, τῆς Ἐρ̣υθρᾶς θαλάττης
skylax_syntaxtrees_perseus.conllu,38941,38947,τῆς Ἐρ̣υθρᾶς θαλάττης ,ἔξωθεν, θάλατταν καὶ παράπλους
skylax_syntaxtrees_perseus.conllu,38994,38997,Ἀραβίας δὲ αὐτῆς ,ἀπὸ, Συρίας ὁρίων μέχρι
skylax_syntaxtrees_perseus.conllu,39011,39016,ἀπὸ Συρίας ὁρίων ,μέχρι, στόματος τοῦ Νείλου
skylax_syntaxtrees_perseus.conllu,39041,39043,τοῦ Νείλου τοῦ ,ἐν," Πηλουσίῳ, τοῦτο"
skylax_syntaxtrees_perseus.conllu,39131,39136,καὶ Ἀραβίαν Αἰγύπτου ,μέχρι, τοῦ Νείλου ἐξῆς
skylax_syntaxtrees_perseus.conllu,39148,39152,μέχρι τοῦ Νείλου ,ἐξῆς, Ἀραβικοῦ κόλπου.
skylax_syntaxtrees_perseus.conllu,39234,39238,. Αἴγυπτος. ,μετὰ, δὲ Ἀραβίαν Αἴγυπτός
skylax_syntaxtrees_perseus.conllu,39283,39285,· καὶ πόλεις ,ἐν, αὐτῇ αἵδε·
skylax_syntaxtrees_perseus.conllu,39657,39661,Θῶνις πόλις. ,μετὰ, ταῦτα λίμνη ᾗ
skylax_syntaxtrees_perseus.conllu,39721,39723,λίμνη ἤδη ἐστὶν ,ἐν, τῇ Λιβύῃ βουλήν
skylax_syntaxtrees_perseus.conllu,39846,39849,", τὸ μὲν ",εἰς," τὸ Μενδήσιον,"
skylax_syntaxtrees_perseus.conllu,39870,39873,", τὸ δὲ ",εἰς, θάλασσαν· ἀπὸ
skylax_syntaxtrees_perseus.conllu,39884,39887,εἰς θάλασσαν· ,ἀπὸ, δὲ τοῦ Μενδησίου
skylax_syntaxtrees_perseus.conllu,39905,39908,δὲ τοῦ Μενδησίου ,εἰς, τὸ Φατνιτικὸν στόμα
skylax_syntaxtrees_perseus.conllu,39930,39933,Φατνιτικὸν στόμα· ,ἀπὸ, δὲ τοῦ Πηλουσίου
skylax_syntaxtrees_perseus.conllu,39951,39954,δὲ τοῦ Πηλουσίου ,εἰς, τὸ Τανιτικὸν στόμα
skylax_syntaxtrees_perseus.conllu,39981,39984,· τὸ δὲ ,ἀπὸ, Κανώπου μέχρι Σεβεννυτικῆς
skylax_syntaxtrees_perseus.conllu,39993,39998,δὲ ἀπὸ Κανώπου ,μέχρι," Σεβεννυτικῆς λίμνης,"
skylax_syntaxtrees_perseus.conllu,40048,40050,τὸ Βολβιτινὸν ῥεῖ ,ἐκ, τῆς λίμνης.
skylax_syntaxtrees_perseus.conllu,40083,40087,τὰ πολλὰ τὰ ,παρὰ, θάλατταν Αἰγύπτου λίμναι
skylax_syntaxtrees_perseus.conllu,40183,40187,. ἔστι γὰρ ,κατὰ," θάλατταν πλατεῖα,"
skylax_syntaxtrees_perseus.conllu,40206,40210,"θάλατταν πλατεῖα, ",κατὰ, δὲ μεσογείαν στενωτέρα
skylax_syntaxtrees_perseus.conllu,40235,40239,"μεσογείαν στενωτέρα, ",κατὰ, δὲ Μέμφιν στενωτάτη
skylax_syntaxtrees_perseus.conllu,40277,40280,· ἔπειτα δὲ ,εἰς, μεσογείαν ἀπὸ Μέμφεως
skylax_syntaxtrees_perseus.conllu,40291,40294,δὲ εἰς μεσογείαν ,ἀπὸ, Μέμφεως ἰόντι πλατυτέρα
skylax_syntaxtrees_perseus.conllu,40320,40324,"ἰόντι πλατυτέρα, ",κατὰ, δὲ τὸ ἀνώτερον
skylax_syntaxtrees_perseus.conllu,40416,40420,πλεῖστον ἢ τὸ ,παρὰ, θάλασσαν. τὸ
skylax_syntaxtrees_perseus.conllu,40506,40509,δ’ ἐστὶν Αἰγύπτου ,ἀπὸ, Πηλουσίου στόματος στάδια
skylax_syntaxtrees_perseus.conllu,40599,40603,"περιφερής, λογιζομένῳ ",κατὰ, τὸν αὐτὸν τρόπον
skylax_syntaxtrees_perseus.conllu,40624,40628,αὐτὸν τρόπον ὃν ,περὶ," Εὐρώπης γέγραπται,"
skylax_syntaxtrees_perseus.conllu,40665,40668,ἐστι πζʹ. ,ἐπὶ, δὲ τῷ στόματι
skylax_syntaxtrees_perseus.conllu,40746,40748,καὶ σημεῖά ἐστιν ,ἐν, αὐτῇ τοῦ Μενέλεω
skylax_syntaxtrees_perseus.conllu,40785,40788,τοῦ κυβερνήτου τοῦ ,ἀπὸ," Τροίας, ᾧ"
skylax_syntaxtrees_perseus.conllu,40896,40899,τόποις Πηλούσιον ἥκειν ,ἐπὶ," τὸ Κάσιον,"
skylax_syntaxtrees_perseus.conllu,40929,40932,καὶ Κάνωπον ἥκειν ,ἐπὶ, τὴν νῆσον οὗ
skylax_syntaxtrees_perseus.conllu,40994,40997,ἄρχεται ἡ Λιβύη ,ἀπὸ, τοῦ Κανωπικοῦ στόματος
skylax_syntaxtrees_perseus.conllu,41072,41074,Λιβύων Ἀδυρμαχίδαι. ,ἐκ, Θώνιδος δὲ πλοῦς
skylax_syntaxtrees_perseus.conllu,41092,41095,Θώνιδος δὲ πλοῦς ,εἰς, Φάρον νῆσον ἔρημον
skylax_syntaxtrees_perseus.conllu,41154,41156,στάδια ρνʹ. ,ἐν, δὲ Φάρῳ λιμένες
skylax_syntaxtrees_perseus.conllu,41189,41191,. ὕδωρ δὲ ,ἐκ, τῆς Μαρείας λίμνης
skylax_syntaxtrees_perseus.conllu,41255,41258,ὁ δὲ ἀνάπλους ,εἰς, τὴν λίμνην βραχὺς
skylax_syntaxtrees_perseus.conllu,41277,41279,τὴν λίμνην βραχὺς ,ἐκ, Φάρου. ἔστι
skylax_syntaxtrees_perseus.conllu,41353,41356,στάδια σʹ. ,ἀπὸ, Χερρονήσου δὲ Πλίνθινός
skylax_syntaxtrees_perseus.conllu,41432,41435,τοῦ Πλινθίνου κόλπου ,εἰς, Λευκὴν ἀκτὴν πλοῦς
skylax_syntaxtrees_perseus.conllu,41480,41483,· τὸ δὲ ,εἰς, τὸν μυχὸν τοῦ
skylax_syntaxtrees_perseus.conllu,41552,41555,δὲ κύκλῳ. ,ἀπὸ, δὲ Λευκῆς ἀκτῆς
skylax_syntaxtrees_perseus.conllu,41572,41575,δὲ Λευκῆς ἀκτῆς ,εἰς, Λαοδαμάντειον λιμένα πλοῦς
skylax_syntaxtrees_perseus.conllu,41617,41620,ἥμισυ ἡμέρας· ,ἀπὸ, δὲ Λαοδαμαντείου λιμένος
skylax_syntaxtrees_perseus.conllu,41646,41649,δὲ Λαοδαμαντείου λιμένος ,εἰς, Παραιτόνιον λιμένα πλοῦς
skylax_syntaxtrees_perseus.conllu,41759,41762,. Μαρμαρίδαι. ,ἀπὸ, δὲ Ἄπιδος ἔθνος
skylax_syntaxtrees_perseus.conllu,41806,41811,ἐστὶν οἱ Μαρμαρίδαι ,μέχρι, εἰς Ἑσπερίδας.
skylax_syntaxtrees_perseus.conllu,41812,41815,οἱ Μαρμαρίδαι μέχρι ,εἰς, Ἑσπερίδας. ἀπὸ
skylax_syntaxtrees_perseus.conllu,41827,41830,εἰς Ἑσπερίδας. ,ἀπὸ, δὲ Ἄπιδος ἐπὶ
skylax_syntaxtrees_perseus.conllu,41841,41844,ἀπὸ δὲ Ἄπιδος ,ἐπὶ, Τυνδαρείους σκοπέλους πλοῦς
skylax_syntaxtrees_perseus.conllu,41885,41888,ἡμέρας. καὶ ,ἀπὸ, Τυνδαρείων σκοπέλων εἰς
skylax_syntaxtrees_perseus.conllu,41909,41912,ἀπὸ Τυνδαρείων σκοπέλων ,εἰς, Πλύνους λιμένα πλοῦς
skylax_syntaxtrees_perseus.conllu,41942,41944,πλοῦς ἡμέρας. ,ἐκ, Πλύνων εἰς Πέτραντα
skylax_syntaxtrees_perseus.conllu,41952,41955,. ἐκ Πλύνων ,εἰς, Πέτραντα τὸν μέγαν
skylax_syntaxtrees_perseus.conllu,41995,41997,ἥμισυ ἡμέρας. ,ἐκ, Πέτραντος εἰς Μενέλαον
skylax_syntaxtrees_perseus.conllu,42008,42011,. ἐκ Πέτραντος ,εἰς, Μενέλαον πλοῦς ἡμέρας
skylax_syntaxtrees_perseus.conllu,42035,42037,πλοῦς ἡμέρας. ,ἐκ, Μενελάου εἰς Κυρθάνειον
skylax_syntaxtrees_perseus.conllu,42047,42050,. ἐκ Μενελάου ,εἰς, Κυρθάνειον πλοῦς ἡμέρας
skylax_syntaxtrees_perseus.conllu,42076,42079,πλοῦς ἡμέρας. ,ἀπὸ, Κυρθανείου Ἀντίπυγος λιμήν
skylax_syntaxtrees_perseus.conllu,42128,42131,ἥμισυ ἡμέρας. ,ἀπὸ, δὲ Ἀντιπύγου Πέτρας
skylax_syntaxtrees_perseus.conllu,42188,42191,ἥμισυ ἡμέρας. ,ἀπὸ, Πέτραντος τοῦ μικροῦ
skylax_syntaxtrees_perseus.conllu,42285,42287,πλοῦς ἡμέρας. ,ἐν, δὲ τῷ μέσῳ
skylax_syntaxtrees_perseus.conllu,42368,42371,. ὕφορμοι δὲ ,ὑπ’, αὐταῖς εἰσίν.
skylax_syntaxtrees_perseus.conllu,42422,42424,τὸ σίλφιον φύεσθαι ,ἐν, γύαις· παρήκει
skylax_syntaxtrees_perseus.conllu,42443,42446,· παρήκει δὲ ,ἀπὸ, Χερρονήσου διὰ τῆς
skylax_syntaxtrees_perseus.conllu,42458,42461,δὲ ἀπὸ Χερρονήσου ,διὰ, τῆς μεσογείας μέχρι
skylax_syntaxtrees_perseus.conllu,42476,42481,διὰ τῆς μεσογείας ,μέχρι," Ἑσπερίδων, παρὰ"
skylax_syntaxtrees_perseus.conllu,42493,42497,"μέχρι Ἑσπερίδων, ",παρὰ, γῆν ἐγγὺς στάδια
skylax_syntaxtrees_perseus.conllu,42579,42582,λιμήν. πλοῦς ,ἀπὸ, Χερρονήσου ἡμέρας μιᾶς
skylax_syntaxtrees_perseus.conllu,42607,42610,ἡμέρας μιᾶς· ,ἀπὸ, δὲ Ναυστάθμου εἰς
skylax_syntaxtrees_perseus.conllu,42625,42628,ἀπὸ δὲ Ναυστάθμου ,εἰς, λιμένα τὸν Κυρήνης
skylax_syntaxtrees_perseus.conllu,42659,42661,στάδια ρʹ· ,ἐκ, δὲ τοῦ λιμένος
skylax_syntaxtrees_perseus.conllu,42677,42680,δὲ τοῦ λιμένος ,εἰς, Κυρήνην στάδια πʹ
skylax_syntaxtrees_perseus.conllu,42696,42698,εἰς Κυρήνην στάδια ,πʹ,. ἔστι δὲ
skylax_syntaxtrees_perseus.conllu,42715,42717,ἔστι δὲ Κυρήνη ,ἐν, μεσογείᾳ. εἰσὶ
skylax_syntaxtrees_perseus.conllu,42786,42789,ἄλλαι δὲ καταφυγαὶ ,ὑπὸ, νησιδίοις καὶ ὕφορμοι
skylax_syntaxtrees_perseus.conllu,42829,42831,καὶ ἀκταὶ πολλαὶ ,ἐν, τῇ μεταξὺ χώρᾳ
skylax_syntaxtrees_perseus.conllu,42835,42841,πολλαὶ ἐν τῇ ,μεταξὺ, χώρᾳ. ἐκ
skylax_syntaxtrees_perseus.conllu,42848,42850,μεταξὺ χώρᾳ. ,ἐκ, δὲ λιμένος τῆς
skylax_syntaxtrees_perseus.conllu,42874,42879,λιμένος τῆς Κυρήνης ,μέχρι, λιμένος τοῦ κατὰ
skylax_syntaxtrees_perseus.conllu,42892,42896,μέχρι λιμένος τοῦ ,κατὰ, Βάρκην στάδια φʹ
skylax_syntaxtrees_perseus.conllu,42937,42940,πόλις ἡ Βαρκαίων ,ἀπὸ, θαλάσσης ἀπέχει στάδια
skylax_syntaxtrees_perseus.conllu,42968,42970,στάδια ρʹ. ,ἐκ, δὲ λιμένος τοῦ
skylax_syntaxtrees_perseus.conllu,42986,42990,δὲ λιμένος τοῦ ,κατὰ, Βάρκην ἐφ’ Ἑσπερίδας
